,Country,Age,Gender,Salary,FormalEducation
23560,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23561,United States,25 - 34 years old,Female,65000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23574,United States,25 - 34 years old,Male,129000.0,Associate degree
23578,United States,35 - 44 years old,Male,167000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23581,United States,35 - 44 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23583,United States,35 - 44 years old,Male,152000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23589,United States,25 - 34 years old,Male,81000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23600,United States,35 - 44 years old,Male,190000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23609,United States,35 - 44 years old,Male,205000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23617,United States,25 - 34 years old,Male,69000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23638,United States,18 - 24 years old,"Transgender;Non-binary, genderqueer, or gender non-conforming",72000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23641,United States,55 - 64 years old,Male,108000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23647,United States,35 - 44 years old,Male,152740.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23650,United States,25 - 34 years old,Male,64000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23672,United States,55 - 64 years old,Male,113000.0,Some college/university study without earning a degree
23673,United States,25 - 34 years old,Male,111000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23675,United States,25 - 34 years old,"Male;Non-binary, genderqueer, or gender non-conforming",207000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23678,United States,25 - 34 years old,Male,71500.0,Some college/university study without earning a degree
23680,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23684,United States,25 - 34 years old,Male,117000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23688,United States,35 - 44 years old,Male,110000.0,Some college/university study without earning a degree
23694,United States,18 - 24 years old,Male,180.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23695,United States,35 - 44 years old,Male,98000.0,Associate degree
23702,United States,18 - 24 years old,Male,97980.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23714,United States,35 - 44 years old,Male,135000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23717,United States,35 - 44 years old,Male,188000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23723,United States,35 - 44 years old,Male,190000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23727,United States,25 - 34 years old,Male,72000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23730,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23734,United States,25 - 34 years old,Male,66000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23737,United States,45 - 54 years old,Male,300000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23739,United States,25 - 34 years old,Male,2200.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23746,United States,18 - 24 years old,Male,12000.0,Associate degree
23749,United States,25 - 34 years old,Male,118000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23754,United States,18 - 24 years old,Female,45000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23755,United States,55 - 64 years old,Female,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23765,United States,35 - 44 years old,Male,110000.0,I never completed any formal education
23770,United States,35 - 44 years old,Male,85000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
23786,United States,35 - 44 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23791,United States,25 - 34 years old,Male,88000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
23800,United States,18 - 24 years old,Male,62000.0,Some college/university study without earning a degree
23809,United States,25 - 34 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23811,United States,25 - 34 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23813,United States,25 - 34 years old,Male,38.0,Some college/university study without earning a degree
23814,United States,35 - 44 years old,Male,112000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23821,United States,25 - 34 years old,Male,110000.0,Associate degree
23825,United States,25 - 34 years old,Male,66000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23841,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23850,United States,25 - 34 years old,Male,102000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23857,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23859,United States,25 - 34 years old,Female;Transgender,129000.0,Associate degree
23860,United States,25 - 34 years old,Male,76500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23866,United States,25 - 34 years old,Male,98000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23868,United States,25 - 34 years old,Male,83500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23874,United States,25 - 34 years old,Male,129000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23879,United States,35 - 44 years old,Male,72000.0,Associate degree
23903,United States,25 - 34 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23904,United States,18 - 24 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23920,United States,25 - 34 years old,Male,200000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23922,United States,45 - 54 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23929,United States,35 - 44 years old,Male,250000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23935,United States,35 - 44 years old,Male,130000.0,Some college/university study without earning a degree
23942,United States,25 - 34 years old,Female,50000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23954,United States,25 - 34 years old,Female,82000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23959,United States,25 - 34 years old,Female,35000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23965,United States,25 - 34 years old,Male,90000.0,Some college/university study without earning a degree
23975,United States,35 - 44 years old,Female,65000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23994,United States,18 - 24 years old,Female,48000.0,Some college/university study without earning a degree
23996,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23999,United States,25 - 34 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24003,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24010,United States,35 - 44 years old,Male,80000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24022,United States,25 - 34 years old,"Non-binary, genderqueer, or gender non-conforming",70000.0,Some college/university study without earning a degree
24023,United States,18 - 24 years old,Male,560.0,Associate degree
24027,United States,45 - 54 years old,Male,180000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24032,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24033,United States,18 - 24 years old,Male,0.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24043,United States,55 - 64 years old,Male,90000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24050,United States,18 - 24 years old,Male,72000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24054,United States,25 - 34 years old,Male,104000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24057,United States,45 - 54 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24059,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24061,United States,55 - 64 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24062,United States,35 - 44 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24066,United States,35 - 44 years old,Male,40000.0,Some college/university study without earning a degree
24072,United States,25 - 34 years old,Male,96000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24099,United States,25 - 34 years old,Male,95000.0,Some college/university study without earning a degree
24106,United States,25 - 34 years old,Female,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24113,United States,35 - 44 years old,Male,158000.0,Associate degree
24114,United States,25 - 34 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24116,United States,45 - 54 years old,Male,190000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24119,United States,25 - 34 years old,Male,81000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24127,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24133,United States,35 - 44 years old,Male,170000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24144,United States,35 - 44 years old,Male,180000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24145,United States,18 - 24 years old,Female,66500.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24157,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24168,United States,25 - 34 years old,Male,46500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24179,United States,25 - 34 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24208,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24209,United States,25 - 34 years old,Male,90000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24216,United States,25 - 34 years old,Male,50000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24229,United States,35 - 44 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24240,United States,35 - 44 years old,Male,118000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24241,United States,25 - 34 years old,Male,140000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24245,United States,25 - 34 years old,Male,3800.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24247,United States,25 - 34 years old,Male,84000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24250,United States,25 - 34 years old,Male,66000.0,Some college/university study without earning a degree
24253,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24258,United States,35 - 44 years old,Male,110000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
24260,United States,25 - 34 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24264,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24265,United States,35 - 44 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24266,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24272,United States,35 - 44 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24277,United States,25 - 34 years old,Female,115000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24285,United States,25 - 34 years old,Male,97000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24288,United States,25 - 34 years old,Male,70000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24303,United States,18 - 24 years old,Male,76500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24311,United States,35 - 44 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24314,United States,25 - 34 years old,Male,90000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
24315,United States,18 - 24 years old,Male,45000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
24316,United States,35 - 44 years old,Male,95000.0,Some college/university study without earning a degree
24330,United States,25 - 34 years old,Male,82000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24331,United States,35 - 44 years old,Male,32000.0,Associate degree
24346,United States,35 - 44 years old,Male,43000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24364,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24371,United States,45 - 54 years old,Male,87500.0,Some college/university study without earning a degree
24378,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24386,United States,18 - 24 years old,Male,25000.0,Some college/university study without earning a degree
24388,United States,25 - 34 years old,Male,128550.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24397,United States,25 - 34 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24399,United States,35 - 44 years old,Male,120000.0,Some college/university study without earning a degree
24403,United States,45 - 54 years old,Male,122000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24418,United States,35 - 44 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24421,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24424,United States,35 - 44 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24426,United States,18 - 24 years old,Male,69600.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24427,United States,25 - 34 years old,Male,78000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24431,United States,45 - 54 years old,Male,102000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24453,United States,25 - 34 years old,Female,57000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24455,United States,25 - 34 years old,Male,225000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24460,United States,25 - 34 years old,Male,96000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24461,United States,18 - 24 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24464,United States,25 - 34 years old,Male,194000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24475,United States,35 - 44 years old,Male,100000.0,Some college/university study without earning a degree
24492,United States,18 - 24 years old,Male,33000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24494,United States,35 - 44 years old,Female,62000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24497,United States,25 - 34 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24500,United States,25 - 34 years old,Female,122000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24504,United States,25 - 34 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24506,United States,35 - 44 years old,Male,118500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24525,United States,25 - 34 years old,Female,73500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24528,United States,25 - 34 years old,Male,60000.0,Associate degree
24534,United States,35 - 44 years old,Male,157000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24541,United States,25 - 34 years old,Male,70000.0,Some college/university study without earning a degree
24547,United States,25 - 34 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24548,United States,35 - 44 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24551,United States,25 - 34 years old,Male,108000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
24553,United States,35 - 44 years old,Male,100000.0,Some college/university study without earning a degree
24561,United States,18 - 24 years old,Male,98000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24566,United States,18 - 24 years old,Female,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24568,United States,25 - 34 years old,Male,50000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24580,United States,35 - 44 years old,Male,250000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
24583,United States,25 - 34 years old,Male,47000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24585,United States,55 - 64 years old,Male,170000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24595,United States,25 - 34 years old,Female,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24599,United States,25 - 34 years old,Male,65000.0,Some college/university study without earning a degree
24605,United States,25 - 34 years old,Male,48300.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24611,United States,25 - 34 years old,Male,154000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24624,United States,25 - 34 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24626,United States,25 - 34 years old,Male,71000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24630,United States,18 - 24 years old,Male,500.0,Some college/university study without earning a degree
24634,United States,18 - 24 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24642,United States,25 - 34 years old,Male,87000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
24646,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
